Orthogroup	Acinetobacter_baumannii	Mycobacterium_tuberculosis
OG0000356	g156.t1	g387.t1
OG0000357	g159.t1	g2180.t1
OG0000358	g160.t1	g3211.t1
OG0000359	g162.t1	g2935.t1
OG0000360	g165.t1	g2734.t1
OG0000361	g167.t1	g2413.t1
OG0000362	g168.t1	g1530.t1
OG0000363	g169.t1	g1888.t1
OG0000364	g180.t1	g2429.t1
OG0000365	g185.t1	g2396.t1
OG0000366	g187.t1	g2414.t1
OG0000367	g188.t1	g2817.t1
OG0000368	g189.t1	g2543.t1
OG0000369	g191.t1	g1696.t1
OG0000370	g192.t1	g1475.t1
OG0000371	g193.t1	g40.t1
OG0000372	g195.t1	g2950.t1
OG0000373	g199.t1	g158.t1
OG0000374	g201.t1	g2578.t1
OG0000375	g202.t1	g1628.t1
OG0000376	g203.t1	g1634.t1
OG0000377	g204.t1	g1635.t1
OG0000378	g206.t1	g1285.t1
OG0000379	g208.t1	g496.t1
OG0000380	g214.t1	g1588.t1
OG0000381	g217.t1	g689.t1
OG0000382	g218.t1	g690.t1
OG0000383	g219.t1	g691.t1
OG0000384	g220.t1	g692.t1
OG0000385	g221.t1	g695.t1
OG0000386	g222.t1	g696.t1
OG0000387	g223.t1	g707.t1
OG0000388	g224.t1	g708.t1
OG0000389	g225.t1	g709.t1
OG0000390	g226.t1	g711.t1
OG0000391	g227.t1	g3410.t1
OG0000392	g228.t1	g3408.t1
OG0000393	g231.t1, g468.t1	
OG0000394	g239.t1	g3123.t1
OG0000395	g243.t1	g1274.t1
OG0000396	g245.t1	g1832.t1
OG0000397	g247.t1	g721.t1
OG0000398	g248.t1, g291.t1	
OG0000399	g257.t1	g2129.t1
OG0000400	g264.t1	g2468.t1
OG0000401	g268.t1	g2461.t1
OG0000402	g269.t1	g833.t1
OG0000403	g270.t1	g2504.t1
OG0000404	g271.t1	g1288.t1
OG0000405	g273.t1	g675.t1
OG0000406	g274.t1	g634.t1
OG0000407	g275.t1	g635.t1
OG0000408	g276.t1	g646.t1
OG0000409	g277.t1	g657.t1
OG0000410	g278.t1	g658.t1
OG0000411	g279.t1, g280.t1	
OG0000412	g281.t1	g2268.t1
OG0000413	g285.t1	g1427.t1
OG0000414	g292.t1	g162.t1
OG0000415	g293.t1	g2944.t1
OG0000416	g294.t1	g2858.t1
OG0000417	g295.t1	g3337.t1
OG0000418	g296.t1	g1672.t1
OG0000419	g298.t1	g5.t1
OG0000420	g301.t1	g3234.t1
OG0000421	g304.t1	g348.t1
OG0000422	g308.t1	g1587.t1
OG0000423	g309.t1	g1589.t1
OG0000424	g312.t1	g182.t1
OG0000425	g319.t1	g1622.t1
OG0000426	g320.t1, g324.t1	
OG0000427	g323.t1	g3057.t1
OG0000428	g325.t1	g3393.t1
OG0000429	g328.t1	g2214.t1
OG0000430	g329.t1	g937.t1
OG0000431	g330.t1	g2121.t1
OG0000432	g331.t1	g2930.t1
OG0000433	g333.t1	g2124.t1
OG0000434	g335.t1	g378.t1
OG0000435	g341.t1	g1406.t1
OG0000436	g342.t1	g2497.t1
OG0000437	g343.t1	g3389.t1
OG0000438	g347.t1	g768.t1
OG0000439	g348.t1	g2718.t1
OG0000440	g349.t1	g2920.t1
OG0000441	g350.t1	g2725.t1
OG0000442	g351.t1	g349.t1
OG0000443	g353.t1	g1396.t1
OG0000444	g355.t1	g1066.t1
OG0000445	g356.t1	g1374.t1
OG0000446	g359.t1	g3313.t1
OG0000447	g360.t1	g212.t1
OG0000448	g363.t1	g255.t1
OG0000449	g366.t1	g673.t1
OG0000450	g367.t1	g672.t1
OG0000451	g369.t1	g2407.t1
OG0000452	g372.t1	g1638.t1
OG0000453	g373.t1	g1398.t1
OG0000454	g375.t1	g1583.t1
OG0000455	g376.t1	g1303.t1
OG0000456	g379.t1, g389.t1	
OG0000457	g380.t1, g390.t1	
OG0000458	g382.t1	g2793.t1
OG0000459	g385.t1	g245.t1
OG0000460	g386.t1	g246.t1
OG0000461	g387.t1	g1438.t1
OG0000462	g388.t1	g3394.t1
OG0000463	g393.t1	g88.t1
OG0000464	g394.t1	g1330.t1
OG0000465	g399.t1	g1116.t1
OG0000466	g402.t1	g3352.t1
OG0000467	g403.t1	g1280.t1
OG0000468	g404.t1	g2301.t1
OG0000469	g405.t1	g789.t1
OG0000470	g406.t1	g1294.t1
OG0000471	g408.t1	g1296.t1
OG0000472	g409.t1	g1298.t1
OG0000473	g411.t1	g354.t1
OG0000474	g413.t1	g2519.t1
OG0000475	g415.t1	g2688.t1
OG0000476	g416.t1	g1229.t1
OG0000477	g417.t1	g2789.t1
OG0000478	g418.t1	g2788.t1
OG0000479	g419.t1	g1807.t1
OG0000480	g421.t1	g1644.t1
OG0000481	g423.t1	g2702.t1
OG0000482	g432.t1	g1010.t1
OG0000483	g433.t1	g1682.t1
OG0000484	g437.t1	g1637.t1
OG0000485	g442.t1	g2870.t1
OG0000486	g448.t1	g2832.t1
OG0000487	g450.t1	g1004.t1
OG0000488	g454.t1	g2216.t1
OG0000489	g455.t1	g1694.t1
OG0000490	g457.t1	g2865.t1
OG0000491	g461.t1	g3268.t1
OG0000492	g463.t1	g3104.t1
OG0000493	g464.t1	g3103.t1
OG0000494	g466.t1	g486.t1
OG0000495	g479.t1	g2304.t1
OG0000496	g481.t1	g1528.t1
OG0000497	g483.t1	g385.t1
OG0000498	g484.t1	g1098.t1
OG0000499	g485.t1	g798.t1
OG0000500	g486.t1	g559.t1
OG0000501	g487.t1	g412.t1
OG0000502	g488.t1	g3187.t1
OG0000503	g489.t1	g935.t1
OG0000504	g494.t1	g2839.t1
OG0000505	g495.t1	g2840.t1
OG0000506	g497.t1	g2191.t1
OG0000507	g498.t1	g3208.t1
OG0000508	g500.t1	g403.t1
OG0000509	g506.t1	g760.t1
OG0000510	g507.t1	g944.t1
OG0000511	g510.t1	g54.t1
OG0000512	g513.t1, g514.t1	
OG0000513	g515.t1	g1287.t1
OG0000514	g516.t1	g1128.t1
OG0000515	g517.t1	g1018.t1
OG0000516	g525.t1	g2434.t1
OG0000517		g2871.t1, g3.t1
OG0000518		g17.t1, g2125.t1
OG0000519		g2055.t1, g29.t1
OG0000520		g3051.t1, g35.t1
OG0000521		g166.t1, g42.t1
OG0000522		g3437.t1, g46.t1
OG0000523		g1909.t1, g50.t1
OG0000524		g2443.t1, g52.t1
OG0000525		g2030.t1, g53.t1
OG0000526		g3145.t1, g62.t1
OG0000527		g2526.t1, g70.t1
OG0000528		g2864.t1, g72.t1
OG0000529		g2263.t1, g73.t1
OG0000530		g3099.t1, g81.t1
OG0000531		g3362.t1, g96.t1
OG0000532		g109.t1, g1555.t1
OG0000533		g113.t1, g614.t1
OG0000534		g1064.t1, g177.t1
OG0000535		g205.t1, g580.t1
OG0000536		g231.t1, g2711.t1
OG0000537		g1457.t1, g247.t1
OG0000538		g2006.t1, g254.t1
OG0000539		g1668.t1, g260.t1
OG0000540		g2362.t1, g261.t1
OG0000541		g276.t1, g815.t1
OG0000542		g2210.t1, g277.t1
OG0000543		g287.t1, g2969.t1
OG0000544		g288.t1, g2968.t1
OG0000545		g1775.t1, g289.t1
OG0000546		g2591.t1, g293.t1
OG0000547		g305.t1, g3221.t1
OG0000548		g2859.t1, g309.t1
OG0000549		g2237.t1, g311.t1
OG0000550		g1711.t1, g319.t1
OG0000551		g339.t1, g340.t1
OG0000552		g342.t1, g368.t1
OG0000553		g344.t1, g820.t1
OG0000554		g3293.t1, g350.t1
OG0000555		g1221.t1, g359.t1
OG0000556		g2600.t1, g361.t1
OG0000557		g2394.t1, g365.t1
OG0000558		g2395.t1, g367.t1
OG0000559		g369.t1, g373.t1
OG0000560		g2538.t1, g414.t1
OG0000561		g433.t1, g981.t1
OG0000562		g452.t1, g770.t1
OG0000563		g1521.t1, g459.t1
OG0000564		g1114.t1, g460.t1
OG0000565		g1976.t1, g461.t1
OG0000566		g1962.t1, g483.t1
OG0000567		g1013.t1, g492.t1
OG0000568		g516.t1, g762.t1
OG0000569		g1582.t1, g519.t1
OG0000570		g3266.t1, g530.t1
OG0000571		g2996.t1, g538.t1
OG0000572		g2251.t1, g540.t1
OG0000573		g2027.t1, g547.t1
OG0000574		g2633.t1, g555.t1
OG0000575		g2271.t1, g564.t1
OG0000576		g1320.t1, g569.t1
OG0000577		g573.t1, g899.t1
OG0000578		g2559.t1, g592.t1
OG0000579		g2558.t1, g593.t1
OG0000580		g2949.t1, g597.t1
OG0000581		g2947.t1, g598.t1
OG0000582		g1921.t1, g608.t1
OG0000583		g1483.t1, g619.t1
OG0000584		g622.t1, g862.t1
OG0000585		g1239.t1, g623.t1
OG0000586		g3150.t1, g641.t1
OG0000587		g648.t1, g902.t1
OG0000588		g3257.t1, g661.t1
OG0000589		g2704.t1, g677.t1
OG0000590		g3388.t1, g701.t1
OG0000591		g728.t1, g737.t1
OG0000592		g2017.t1, g748.t1
OG0000593		g1766.t1, g751.t1
OG0000594		g2363.t1, g761.t1
OG0000595		g2703.t1, g783.t1
OG0000596		g1843.t1, g794.t1
OG0000597		g2674.t1, g803.t1
OG0000598		g3070.t1, g804.t1
OG0000599		g2834.t1, g808.t1
OG0000600		g3376.t1, g809.t1
OG0000601		g1081.t1, g814.t1
OG0000602		g1630.t1, g816.t1
OG0000603		g2965.t1, g825.t1
OG0000604		g854.t1, g971.t1
OG0000605		g1535.t1, g898.t1
OG0000606		g3263.t1, g912.t1
OG0000607		g1045.t1, g915.t1
OG0000608		g2912.t1, g943.t1
OG0000609		g2749.t1, g952.t1
OG0000610		g2812.t1, g953.t1
OG0000611		g1964.t1, g998.t1
OG0000612		g1009.t1, g1219.t1
OG0000613		g1022.t1, g3342.t1
OG0000614		g1030.t1, g1136.t1
OG0000615		g1031.t1, g1135.t1
OG0000616		g1082.t1, g2337.t1
OG0000617		g1089.t1, g1487.t1
OG0000618		g1106.t1, g1437.t1
OG0000619		g1117.t1, g1421.t1
OG0000620		g1123.t1, g2406.t1
OG0000621		g1143.t1, g1850.t1
OG0000622		g1146.t1, g2153.t1
OG0000623		g1147.t1, g3062.t1
OG0000624		g1167.t1, g2205.t1
OG0000625		g1168.t1, g1999.t1
OG0000626		g1175.t1, g2215.t1
OG0000627		g1196.t1, g3557.t1
OG0000628		g1214.t1, g1675.t1
OG0000629		g1215.t1, g3237.t1
OG0000630		g1217.t1, g2310.t1
OG0000631		g1218.t1, g1456.t1
OG0000632		g1240.t1, g3432.t1
OG0000633		g1245.t1, g2250.t1
OG0000634		g1257.t1, g1793.t1
OG0000635		g1273.t1, g2361.t1
OG0000636		g1290.t1, g2127.t1
OG0000637		g1329.t1, g2377.t1
OG0000638		g1338.t1, g1604.t1
OG0000639		g1340.t1, g1886.t1
OG0000640		g1342.t1, g1345.t1
OG0000641		g1385.t1, g3032.t1
OG0000642		g1387.t1, g2512.t1
OG0000643		g1388.t1, g2511.t1
OG0000644		g1407.t1, g2953.t1
OG0000645		g1449.t1, g2146.t1
OG0000646		g1451.t1, g1452.t1
OG0000647		g1471.t1, g3116.t1
OG0000648		g1496.t1, g3358.t1
OG0000649		g1505.t1, g2903.t1
OG0000650		g1509.t1, g3430.t1
OG0000651		g1515.t1, g1517.t1
OG0000652		g1532.t1, g2437.t1
OG0000653		g1540.t1, g2447.t1
OG0000654		g1563.t1, g2613.t1
OG0000655		g1564.t1, g2614.t1
OG0000656		g1565.t1, g2615.t1
OG0000657		g1602.t1, g2569.t1
OG0000658		g1623.t1, g2698.t1
OG0000659		g1633.t1, g3387.t1
OG0000660		g1708.t1, g3046.t1
OG0000661		g1721.t1, g2596.t1
OG0000662		g1746.t1, g1990.t1
OG0000663		g1863.t1, g2729.t1
OG0000664		g1928.t1, g2048.t1
OG0000665		g1955.t1, g2986.t1
OG0000666		g1956.t1, g2998.t1
OG0000667		g1965.t1, g3140.t1
OG0000668		g1966.t1, g3139.t1
OG0000669		g1967.t1, g2752.t1
OG0000670		g1992.t1, g2481.t1
OG0000671		g1993.t1, g2278.t1
OG0000672		g1997.t1, g3133.t1
OG0000673		g2067.t1, g2082.t1
OG0000674		g2086.t1, g2344.t1
OG0000675		g2094.t1, g2425.t1
OG0000676		g2095.t1, g2671.t1
OG0000677		g2116.t1, g2878.t1
OG0000678		g2126.t1, g2128.t1
OG0000679		g2149.t1, g2393.t1
OG0000680		g2222.t1, g3261.t1
OG0000681		g2225.t1, g3059.t1
OG0000682		g2240.t1, g3479.t1
OG0000683		g2256.t1, g2433.t1
OG0000684		g2272.t1, g3458.t1
OG0000685		g2427.t1, g2428.t1
OG0000686		g2463.t1, g3025.t1
OG0000687		g2521.t1, g2522.t1
OG0000688		g2582.t1, g2585.t1
OG0000689		g2668.t1, g2739.t1
OG0000690		g2709.t1, g3222.t1
OG0000691		g2774.t1, g2777.t1
OG0000692		g2822.t1, g2825.t1
OG0000693		g2887.t1, g2888.t1
OG0000694		g2893.t1, g3381.t1
OG0000695		g3018.t1, g3267.t1
OG0000696		g3072.t1, g3281.t1
OG0000697		g3114.t1, g3476.t1
OG0000698		g3244.t1, g3370.t1
OG0000699		g3264.t1, g3265.t1
OG0000700		g3304.t1, g3312.t1
OG0000701		g3339.t1, g3364.t1
OG0000702		g3390.t1, g3431.t1
OG0000703		g3418.t1, g3484.t1
OG0000704		g3496.t1, g3506.t1
