1_312	0_0	34.146	41	27	0	112	152	54	94	6.19e-04	27.7
1_559	0_3	27.778	108	66	3	159	261	35	135	1.79e-04	29.3
1_778	0_2	28.467	137	84	6	247	380	6	131	2.76e-09	46.2
1_778	0_2	25.000	76	55	2	404	478	246	320	2.81e-04	30.4
1_2104	0_2	65.875	337	113	2	367	701	1	337	1.14e-161	458
1_3875	0_4	31.250	64	42	1	71	134	9	70	1.59e-04	28.1
1_3979	0_2	24.427	131	77	4	347	465	3	123	7.22e-06	35.4
1_4327	0_5	56.886	167	71	1	1	166	1	167	3.30e-70	199
1_4328	0_4	61.429	70	25	1	49	116	1	70	2.06e-26	83.2
1_4337	0_3	72.794	136	37	0	1	136	1	136	5.15e-76	211
1_4347	0_2	64.516	341	114	4	366	705	1	335	3.77e-155	442
1_4352	0_1	63.415	123	44	1	1	122	1	123	1.01e-40	121
1_4354	0_0	61.304	230	89	0	1	230	1	230	1.26e-104	291
1_5212	0_2	30.534	131	81	5	262	391	6	127	5.67e-10	48.5
1_5212	0_2	25.333	75	56	0	398	472	246	320	1.77e-06	37.4
