1_4	0_297	49.225	581	251	9	2	575	8	551	5.78e-177	520
1_4	0_297	67.213	61	20	0	610	670	755	815	6.08e-21	92.0
1_5	0_8	39.788	754	379	9	551	1236	98	844	2.99e-174	533
1_5	0_8	66.327	98	33	0	34	131	1	98	3.42e-35	139
1_7	0_521	33.708	178	84	8	19	181	8	166	2.02e-14	62.8
1_11	0_401	32.051	78	50	2	117	193	32	107	5.87e-04	34.7
1_14	0_245	27.097	155	99	4	337	479	54	206	1.38e-06	44.3
1_14	0_255	25.738	237	121	10	138	373	201	383	2.12e-06	44.3
1_14	0_490	30.097	103	66	2	211	310	208	307	3.66e-05	40.4
1_17	0_418	34.375	64	41	1	69	132	10	72	5.37e-07	42.0
1_18	0_418	43.750	64	35	1	417	479	24	87	8.13e-10	53.1
1_24	0_192	36.558	703	360	22	318	987	1	650	7.02e-119	373
1_24	0_74	22.167	203	92	5	421	557	167	369	1.22e-08	53.1
1_24	0_74	25.000	228	127	11	755	954	518	729	5.21e-04	38.1
1_24	0_390	19.895	191	97	5	436	570	232	422	1.33e-04	40.0
1_35	0_93	24.074	162	87	7	251	396	11	152	8.35e-04	35.4
1_40	0_422	28.319	226	123	9	466	666	447	658	4.24e-15	73.6
1_42	0_13	34.862	109	49	5	294	402	29	115	1.11e-04	38.9
1_42	0_248	27.742	155	84	8	266	412	70	204	1.38e-04	38.9
1_45	0_254	42.102	1399	754	18	92	1477	26	1381	0.0	1088
1_45	0_342	28.421	95	57	3	192	281	58	146	3.44e-04	39.3
1_46	0_253	37.143	350	194	8	72	410	2	336	4.64e-57	186
1_46	0_434	28.161	174	90	8	85	250	376	522	2.43e-08	50.4
1_46	0_135	27.679	224	116	11	26	241	98	283	3.84e-07	46.2
1_46	0_238	54.286	35	16	0	87	121	8	42	3.85e-06	43.1
1_46	0_476	24.896	241	137	13	173	410	318	517	3.84e-05	40.0
1_46	0_495	51.515	33	16	0	89	121	19	51	3.20e-04	37.0
1_56	0_501	38.384	198	105	3	1	187	1	192	4.55e-42	136
1_60	0_488	36.429	280	166	4	4	283	101	368	4.72e-45	152
1_63	0_68	35.885	418	258	7	25	433	1	417	1.62e-80	250
1_63	0_200	26.415	159	98	8	158	308	241	388	2.50e-04	37.7
1_67	0_338	40.845	71	41	1	206	276	253	322	1.18e-05	40.4
1_77	0_144	27.368	190	99	8	391	570	49	209	3.37e-11	58.2
1_78	0_367	29.508	244	155	6	236	471	58	292	3.05e-23	95.5
1_78	0_111	29.508	122	61	6	261	357	81	202	6.44e-04	36.2
1_79	0_453	24.476	286	197	5	14	292	17	290	2.47e-09	54.3
1_80	0_471	31.176	510	319	12	3	496	22	515	2.90e-66	218
1_80	0_474	31.492	181	105	6	39	203	17	194	4.04e-08	49.3
1_80	0_206	31.169	77	45	1	307	375	49	125	1.59e-05	41.2
1_86	0_384	24.747	198	130	5	10	201	226	410	1.57e-05	40.0
1_86	0_261	27.074	229	116	11	10	219	8	204	5.34e-04	35.0
1_87	0_291	25.510	196	134	5	3	187	24	218	6.37e-07	45.8
1_92	0_19	23.697	211	144	4	48	242	15	224	2.02e-12	60.8
1_92	0_257	24.889	225	118	8	49	231	7	222	7.82e-10	53.5
1_92	0_257	25.243	206	132	4	64	257	339	534	5.76e-09	50.8
1_92	0_173	26.872	227	119	6	55	248	23	235	2.03e-08	49.3
1_92	0_173	25.112	223	151	7	51	269	334	544	4.31e-07	45.1
1_92	0_128	23.246	228	147	7	37	243	50	270	4.61e-07	44.7
1_92	0_56	25.954	131	86	4	127	250	58	184	2.62e-05	38.5
1_92	0_36	25.556	90	66	1	142	231	31	119	4.63e-05	37.4
1_92	0_122	21.429	168	108	4	49	194	156	321	1.12e-04	37.4
1_95	0_162	23.184	358	235	11	89	430	38	371	3.97e-12	62.0
1_95	0_155	32.000	50	34	0	189	238	143	192	3.50e-04	37.0
1_96	0_317	25.238	210	150	2	1	207	5	210	2.31e-12	61.2
1_96	0_306	25.833	360	192	16	16	314	16	361	1.42e-04	37.4
1_97	0_383	24.765	319	204	6	89	379	69	379	6.66e-26	103
1_98	0_106	25.214	234	156	6	18	244	11	232	5.26e-11	57.4
1_98	0_282	23.387	124	86	1	47	170	45	159	5.14e-08	48.1
1_105	0_237	27.820	133	91	3	10	141	5	133	6.64e-07	45.4
1_106	0_392	24.561	114	80	3	50	159	49	160	1.78e-05	39.3
1_108	0_144	33.858	127	70	5	424	548	63	177	3.77e-11	57.8
1_109	0_144	29.911	224	148	4	268	487	5	223	3.22e-23	93.6
1_110	0_453	32.831	332	194	10	562	876	8	327	5.96e-31	120
1_110	0_367	30.769	286	166	8	191	464	70	335	2.47e-22	95.1
1_110	0_452	25.309	162	109	5	1718	1875	9	162	3.31e-08	51.2
1_110	0_384	27.746	173	112	6	1709	1877	220	383	1.14e-05	44.3
1_113	0_144	33.846	130	70	6	384	510	61	177	6.16e-11	57.0
1_114	0_367	29.967	307	186	11	133	428	47	335	7.23e-20	87.8
1_114	0_453	26.667	285	191	5	540	814	17	293	1.30e-14	72.0
1_114	0_317	22.330	309	220	5	1442	1740	26	324	6.78e-12	63.5
1_118	0_488	35.088	57	35	1	14	68	14	70	2.27e-06	38.5
1_120	0_328	45.000	100	54	1	233	332	8	106	9.72e-24	89.0
1_121	0_61	38.021	384	214	7	1	374	1	370	1.38e-74	232
1_122	0_60	49.498	299	140	3	1	297	1	290	9.16e-99	287
1_126	0_352	29.897	97	68	0	77	173	77	173	6.56e-08	46.2
1_127	0_506	45.283	530	266	10	6	519	3	524	1.22e-146	426
1_130	0_471	36.842	38	24	0	1	38	378	415	3.84e-06	35.4
1_140	0_259	44.053	227	122	3	2	223	22	248	2.71e-52	164
1_140	0_465	38.496	226	132	4	2	223	9	231	3.57e-40	133
1_142	0_500	36.792	212	112	6	248	451	12	209	2.05e-29	109
1_161	0_174	38.871	620	319	13	13	631	1	561	3.04e-122	384
1_168	0_145	42.675	157	87	2	5	158	18	174	6.73e-41	130
1_176	0_357	51.820	467	223	2	143	609	15	479	2.54e-167	488
1_176	0_180	35.443	79	45	3	198	270	113	191	6.54e-06	43.5
1_187	0_240	39.959	483	266	11	30	503	38	505	1.28e-116	348
1_187	0_97	26.007	273	181	9	47	305	2	267	1.72e-16	76.6
1_187	0_97	31.579	133	67	6	388	500	428	556	3.35e-07	47.0
1_189	0_48	52.504	699	261	7	150	785	12	702	0.0	692
1_189	0_435	37.203	801	412	16	4	792	22	743	1.04e-173	514
1_189	0_180	22.360	322	179	13	493	758	70	376	5.66e-04	37.4
1_191	0_74	27.103	107	67	5	224	322	396	499	1.68e-05	42.0
1_191	0_192	24.806	129	89	3	300	426	411	533	3.89e-05	40.4
1_196	0_144	32.407	108	60	2	370	470	60	161	1.47e-10	55.8
1_201	0_449	44.715	246	131	4	82	325	1	243	3.70e-63	196
1_206	0_431	55.797	414	175	4	1	407	1	413	6.62e-162	458
1_218	0_155	43.782	386	210	4	41	425	13	392	5.34e-115	337
1_223	0_410	48.037	433	207	6	4	423	5	432	8.06e-125	364
1_228	0_126	26.316	228	101	10	151	341	5	202	3.27e-06	42.0
1_233	0_486	60.000	120	48	0	106	225	3	122	3.47e-46	145
1_245	0_232	21.324	272	177	8	59	311	22	275	1.56e-11	58.5
1_246	0_114	35.714	98	56	3	14	109	5	97	1.68e-08	48.9
1_246	0_452	25.000	216	127	9	12	218	3	192	1.27e-07	46.2
1_246	0_261	30.337	89	60	1	14	102	7	93	6.50e-07	44.3
1_246	0_515	29.661	118	62	4	18	130	1	102	4.40e-05	38.5
1_246	0_384	30.435	92	54	3	14	103	225	308	6.81e-04	35.4
1_248	0_1	59.434	530	212	3	2	528	3	532	0.0	580
1_253	0_390	29.412	68	48	0	257	324	512	579	5.35e-04	36.6
1_258	0_19	29.386	228	147	4	22	246	2	218	3.94e-18	77.8
1_258	0_128	28.507	221	135	9	30	238	51	260	3.72e-13	62.8
1_258	0_257	27.619	210	110	9	21	219	309	487	7.41e-12	59.7
1_258	0_257	28.922	204	110	7	41	219	12	205	1.31e-11	58.9
1_258	0_56	27.326	172	100	6	93	256	26	180	1.50e-11	56.6
1_258	0_36	35.354	99	49	4	160	254	45	132	2.11e-09	49.7
1_258	0_173	25.094	267	163	9	23	260	4	262	5.07e-09	51.2
1_258	0_173	28.902	173	84	7	30	191	326	470	5.85e-07	44.7
1_258	0_122	25.984	254	149	12	31	268	152	382	1.66e-07	46.2
1_258	0_318	42.188	64	32	3	159	219	418	479	2.17e-04	37.0
1_258	0_318	33.333	78	42	4	152	221	751	826	5.86e-04	35.4
1_261	0_489	31.522	92	62	1	38	129	98	188	5.24e-06	38.9
1_261	0_468	35.088	57	37	0	36	92	114	170	5.14e-05	36.2
1_261	0_472	27.848	79	56	1	41	118	106	184	1.93e-04	34.3
1_266	0_115	29.885	174	109	6	343	513	369	532	1.13e-12	64.3
1_266	0_193	32.174	115	78	0	1	115	4	118	2.90e-10	57.0
1_266	0_193	28.455	123	80	5	373	494	415	530	1.49e-06	45.1
1_269	0_384	33.333	69	43	2	2	69	264	330	1.04e-04	33.9
1_272	0_387	52.066	121	58	0	33	153	8	128	2.39e-31	104
1_273	0_324	41.986	443	249	4	5	444	4	441	3.96e-112	333
1_277	0_342	41.363	631	345	8	1	625	1	612	5.44e-167	485
1_284	0_0	42.553	94	52	1	5	98	3	94	2.55e-24	83.6
1_285	0_1	51.336	524	253	2	2	524	3	525	7.90e-178	507
1_290	0_325	54.861	432	186	6	97	526	1	425	1.06e-150	433
1_291	0_325	27.545	167	95	5	227	375	245	403	1.63e-07	47.0
1_292	0_238	40.000	50	25	1	18	62	3	52	3.45e-04	37.4
1_297	0_401	50.457	438	201	6	99	529	1	429	6.15e-142	411
1_315	0_452	30.000	190	121	3	12	196	8	190	4.42e-13	62.0
1_315	0_384	25.926	189	124	5	12	194	228	406	2.88e-04	36.2
1_318	0_262	48.980	98	50	0	6	103	132	229	3.51e-26	92.0
1_319	0_471	64.151	106	37	1	1	106	120	224	5.99e-39	130
1_320	0_471	53.488	86	40	0	1	86	326	411	3.43e-26	95.1
1_321	0_471	42.857	42	24	0	1	42	443	484	6.64e-07	37.7
1_322	0_360	43.243	37	21	0	4	40	6	42	9.87e-06	34.3
1_326	0_486	33.898	59	36	2	210	267	41	97	4.14e-04	34.3
1_332	0_200	39.474	608	334	6	80	686	60	634	6.99e-163	478
1_333	0_348	26.545	275	165	10	32	296	1	248	6.56e-17	73.6
1_343	0_134	44.800	250	135	3	1	249	1	248	2.36e-68	206
1_346	0_14	54.545	22	10	0	109	130	1	22	3.75e-05	35.8
1_347	0_13	54.717	318	144	0	13	330	13	330	2.87e-124	355
1_347	0_180	34.568	81	39	2	54	120	113	193	6.30e-05	38.9
1_349	0_144	25.225	222	126	9	389	592	2	201	1.39e-08	51.2
1_350	0_314	40.995	422	231	6	22	441	8	413	1.48e-105	315
1_350	0_32	34.123	422	248	10	38	442	12	420	4.88e-64	207
1_350	0_442	29.949	394	229	12	44	429	30	384	3.83e-46	159
1_350	0_289	31.991	422	232	17	38	443	2	384	3.19e-45	156
1_350	0_30	29.223	373	217	13	8	369	12	348	8.52e-31	117
1_357	0_521	26.404	178	99	9	131	294	7	166	8.22e-06	40.0
1_359	0_188	41.435	432	235	10	1	418	1	428	1.37e-102	306
1_364	0_97	45.274	603	299	10	1	587	1	588	1.15e-175	505
1_364	0_240	28.713	202	127	7	89	275	136	335	1.22e-15	73.9
1_364	0_240	31.250	96	62	2	464	555	407	502	6.86e-06	43.1
1_370	0_13	27.513	189	95	8	57	216	20	195	4.40e-08	49.3
1_371	0_412	38.251	915	476	24	1	885	6	861	0.0	546
1_375	0_269	35.135	370	206	7	1	368	9	346	1.28e-47	161
