1_0	0_413	28.771	358	216	8	122	456	69	410	7.30e-38	141
1_0	0_151	24.370	238	131	7	466	687	4	208	6.70e-12	62.8
1_0	0_26	41.860	43	25	0	207	249	26	68	3.28e-04	37.7
1_5	0_386	49.521	313	153	2	5	313	6	317	4.37e-98	287
1_10	0_302	70.108	649	179	4	1	638	1	645	0.0	910
1_10	0_163	42.244	606	321	10	5	606	22	602	1.14e-142	424
1_10	0_80	31.356	118	71	2	123	240	94	201	1.46e-09	54.3
1_11	0_350	58.621	348	139	3	28	375	1	343	4.05e-126	362
1_19	0_236	30.928	194	101	10	1	179	1	176	2.36e-07	43.1
1_24	0_236	31.902	163	98	6	19	172	19	177	8.67e-15	63.5
1_43	0_390	54.191	871	371	13	84	944	1	853	0.0	945
1_43	0_74	21.677	775	435	20	93	780	4	693	6.13e-37	144
1_43	0_192	20.518	463	249	17	237	631	28	439	9.09e-05	40.4
1_45	0_27	28.276	145	97	4	4	146	3	142	2.03e-14	61.6
1_46	0_294	63.636	253	91	1	63	314	1	253	8.12e-118	335
1_49	0_465	29.710	138	76	6	7	138	11	133	4.34e-07	43.9
1_52	0_361	43.750	48	27	0	541	588	88	135	9.11e-07	43.1
1_61	0_349	61.567	268	102	1	4	271	3	269	2.69e-104	299
1_64	0_355	72.439	1074	289	2	1	1068	1	1073	0.0	1600
1_64	0_360	26.829	246	150	6	649	877	51	283	1.42e-11	62.0
1_64	0_360	22.581	341	216	11	107	415	55	379	5.50e-06	44.3
1_64	0_482	26.752	157	101	7	74	225	68	215	2.55e-05	42.0
1_67	0_282	32.961	179	108	3	51	221	56	230	4.75e-19	80.9
1_67	0_106	29.474	190	116	7	13	189	13	197	3.94e-09	51.2
1_68	0_144	33.495	206	133	2	312	517	22	223	1.45e-34	124
1_70	0_472	28.652	356	248	3	31	380	35	390	8.21e-44	151
1_70	0_489	27.062	388	244	7	10	376	9	378	1.02e-39	140
1_70	0_468	25.341	367	254	7	17	374	39	394	1.64e-23	95.5
1_70	0_98	23.768	345	205	12	83	377	122	458	4.86e-13	64.7
1_70	0_211	25.131	382	220	16	50	376	90	460	4.93e-13	64.7
1_70	0_99	23.263	331	204	8	92	377	134	459	5.80e-13	64.3
1_72	0_6	24.737	190	138	3	42	231	1	185	6.05e-11	55.1
1_73	0_7	31.641	256	158	9	61	311	67	310	2.85e-17	75.5
1_74	0_165	25.549	364	225	14	6	335	11	362	4.37e-24	99.0
1_88	0_125	28.030	396	275	6	32	425	1	388	1.88e-52	176
1_88	0_160	35.870	92	57	2	288	379	133	222	3.19e-12	62.4
1_88	0_160	27.119	118	68	6	159	269	116	222	1.43e-04	38.1
1_91	0_167	35.385	195	120	4	16	207	47	238	4.17e-29	104
1_92	0_31	40.171	702	385	8	267	966	3	671	2.72e-166	497
1_101	0_19	37.991	229	132	4	2	223	5	230	9.82e-39	132
1_101	0_128	32.018	228	137	6	6	219	48	271	9.07e-29	105
1_101	0_122	30.702	228	126	8	18	227	161	374	1.67e-20	83.6
1_101	0_56	27.219	169	121	2	62	229	15	182	5.54e-19	76.6
1_101	0_36	35.922	103	61	3	120	219	32	132	9.82e-14	61.6
1_101	0_173	29.358	218	112	6	19	206	23	228	6.62e-13	62.0
1_101	0_173	23.729	177	111	6	18	189	337	494	1.11e-06	43.5
1_101	0_257	30.726	179	109	5	28	205	339	503	9.55e-11	55.5
1_101	0_257	27.500	200	97	7	25	189	19	205	7.88e-10	52.8
1_106	0_196	32.812	64	43	0	73	136	596	659	4.18e-05	38.1
1_107	0_169	61.834	469	173	2	3	465	4	472	0.0	575
1_107	0_399	27.926	376	219	14	110	457	183	534	1.12e-20	89.7
1_107	0_196	26.615	387	227	12	123	459	16	395	8.02e-18	80.5
1_107	0_519	25.659	417	226	19	81	459	459	829	1.51e-16	76.6
1_108	0_170	52.893	363	164	6	1	360	1	359	6.59e-133	379
1_108	0_369	36.658	371	215	12	1	361	1	361	2.16e-61	196
1_108	0_29	23.529	408	239	14	7	361	31	418	4.73e-15	70.5
1_109	0_178	24.576	354	233	11	166	499	59	398	6.35e-18	80.5
1_111	0_193	61.905	546	204	3	1	544	30	573	0.0	707
1_111	0_115	24.655	507	356	10	2	503	32	517	1.05e-38	143
1_117	0_245	28.079	203	105	9	382	550	12	207	2.13e-09	53.1
1_118	0_256	43.564	202	112	2	285	485	3	203	1.37e-47	159
1_119	0_331	26.842	190	130	6	175	358	189	375	9.76e-09	51.6
1_119	0_256	31.522	92	58	1	259	350	3	89	4.62e-05	38.9
1_121	0_331	24.084	382	219	15	7	344	23	377	2.78e-09	53.1
1_123	0_332	44.568	359	190	5	3	352	7	365	3.66e-93	278
1_124	0_331	62.099	467	169	3	13	477	16	476	0.0	592
1_124	0_299	30.303	363	215	12	103	440	37	386	3.07e-32	122
1_125	0_330	50.662	302	138	3	4	303	9	301	2.64e-105	305
1_128	0_329	48.907	366	171	5	24	381	31	388	1.40e-99	296
1_131	0_105	58.798	915	354	8	1	900	1	907	0.0	1072
1_136	0_325	35.146	239	143	3	108	336	167	403	4.96e-38	135
1_139	0_251	35.484	124	75	2	1	119	1	124	3.04e-07	42.0
1_147	0_327	58.957	882	351	8	5	881	3	878	0.0	1070
1_147	0_131	30.702	228	129	10	79	293	7	218	4.05e-08	51.2
1_148	0_326	45.604	671	309	14	3	629	1	659	3.53e-150	444
1_148	0_326	51.429	70	34	0	2	71	229	298	9.87e-16	75.1
1_148	0_63	31.111	405	244	8	227	629	25	396	2.50e-42	152
1_148	0_266	27.342	523	335	8	106	614	5	496	4.41e-40	148
1_149	0_62	37.527	461	279	6	9	461	7	466	1.12e-97	297
1_149	0_495	28.571	462	308	11	5	456	13	462	9.85e-47	163
1_149	0_135	23.571	140	78	5	159	285	130	253	5.44e-05	39.7
1_149	0_253	24.069	349	212	15	8	335	16	332	8.55e-05	38.9
1_153	0_519	74.885	868	209	4	1	859	1	868	0.0	1325
1_153	0_169	24.518	363	201	13	486	807	123	453	4.14e-14	70.1
1_153	0_399	24.378	402	215	20	475	820	168	536	2.94e-04	38.5
1_163	0_108	61.601	737	263	7	72	794	1	731	0.0	929
1_163	0_427	43.085	376	209	4	420	791	1	375	1.55e-101	313
1_166	0_19	28.862	246	153	8	3	236	1	236	4.39e-22	89.7
1_166	0_128	25.943	212	145	5	25	226	63	272	3.20e-14	66.2
1_166	0_122	24.891	229	164	5	4	226	141	367	7.46e-13	62.8
1_166	0_56	25.166	151	112	1	76	225	22	172	1.12e-12	60.5
1_166	0_173	28.643	199	120	5	16	194	14	210	4.46e-11	57.8
1_166	0_173	25.000	172	107	5	3	169	317	471	7.05e-06	41.6
1_166	0_36	26.549	113	78	2	118	226	22	133	6.31e-11	54.3
1_166	0_257	27.404	208	117	6	15	194	3	204	2.55e-09	52.4
1_166	0_257	23.837	172	118	6	5	175	311	470	5.19e-06	42.0
1_166	0_318	37.313	67	39	1	134	197	760	826	2.80e-05	40.0
1_171	0_236	34.545	110	60	6	17	118	10	115	1.87e-06	40.8
1_180	0_152	62.759	145	53	1	8	151	34	178	2.75e-67	197
1_184	0_490	34.946	558	335	12	288	835	1	540	1.23e-100	318
1_184	0_255	29.189	185	120	4	469	652	222	396	7.05e-16	76.3
1_184	0_255	36.975	119	73	2	343	460	2	119	5.19e-14	70.1
1_184	0_255	42.268	97	49	3	650	742	451	544	7.91e-14	69.3
1_186	0_19	30.144	209	144	1	27	235	18	224	9.46e-22	87.8
1_186	0_128	30.043	233	149	7	12	236	44	270	2.72e-19	80.1
1_186	0_122	28.384	229	132	6	23	236	154	365	8.23e-18	76.6
1_186	0_56	26.776	183	129	4	64	245	2	180	4.72e-16	69.3
1_186	0_257	31.481	162	86	5	24	180	323	464	6.75e-15	68.6
1_186	0_257	26.877	253	135	6	22	243	4	237	7.38e-12	59.3
1_186	0_173	27.386	241	131	6	12	224	4	228	1.05e-10	56.2
1_186	0_173	28.962	183	108	7	1	180	308	471	3.78e-08	48.1
1_186	0_36	40.000	80	46	1	148	227	45	122	2.83e-10	52.4
1_186	0_318	29.661	118	71	5	130	237	744	859	1.33e-06	43.5
1_189	0_236	35.000	80	45	5	6	82	3	78	3.44e-04	34.3
1_196	0_30	61.972	426	160	1	3	426	6	431	0.0	555
1_196	0_289	35.350	314	170	10	38	333	14	312	1.27e-40	144
1_196	0_314	30.791	354	219	9	35	370	27	372	4.87e-35	129
1_196	0_32	28.249	354	221	9	33	361	13	358	2.12e-33	125
1_196	0_442	28.374	289	180	8	14	288	6	281	2.33e-21	89.7
1_203	0_500	46.377	207	105	2	186	388	12	216	4.73e-50	165
1_207	0_17	74.170	271	70	0	1	271	1	271	9.01e-154	425
1_210	0_494	72.072	222	62	0	4	225	6	227	5.90e-125	349
1_211	0_493	54.380	274	117	3	1	267	1	273	1.40e-90	266
1_212	0_448	61.157	242	93	1	1	241	1	242	4.65e-94	271
1_212	0_413	28.205	78	53	1	145	219	153	230	8.16e-06	40.4
1_213	0_447	57.065	184	78	1	1	184	1	183	5.34e-71	208
1_217	0_500	28.125	96	60	4	197	288	114	204	5.81e-06	41.6
1_218	0_446	34.771	742	407	13	118	804	2	721	1.12e-140	427
1_225	0_479	50.000	1102	507	16	77	1159	7	1083	0.0	1059
1_226	0_206	58.140	258	107	1	60	317	9	265	6.16e-99	288
1_226	0_471	28.966	145	89	3	79	217	66	202	5.47e-09	51.6
1_226	0_471	26.708	161	90	4	83	237	314	452	3.39e-05	39.7
1_234	0_514	33.696	92	37	3	2	93	188	255	1.50e-07	43.5
1_234	0_322	29.000	100	47	2	8	107	177	252	1.45e-06	40.8
1_237	0_381	62.374	396	144	4	177	568	1	395	7.33e-172	488
1_237	0_200	25.352	142	102	3	36	175	259	398	1.71e-09	54.7
1_237	0_200	23.301	103	75	2	468	570	533	631	2.29e-04	38.1
1_237	0_68	25.806	155	102	4	65	212	189	337	1.56e-07	48.1
1_242	0_19	38.934	244	136	4	2	241	3	237	2.69e-51	169
1_242	0_128	30.804	224	130	8	21	230	59	271	1.26e-23	93.6
1_242	0_122	31.646	237	142	10	2	230	142	366	2.80e-22	91.3
1_242	0_36	40.594	101	58	1	141	241	45	143	1.25e-20	82.0
1_242	0_56	27.841	176	123	3	59	233	3	175	1.03e-19	80.5
1_242	0_173	26.512	215	135	4	21	217	19	228	2.21e-13	65.5
1_242	0_173	27.222	180	112	5	21	200	334	494	4.38e-05	39.3
1_242	0_257	26.923	208	130	6	1	208	310	495	2.29e-13	65.1
1_242	0_257	26.697	221	137	6	21	220	9	225	7.64e-12	60.5
1_242	0_318	37.634	93	52	4	117	205	739	829	7.60e-07	45.1
